id_municipio,sigla_partido,numero_de_eleitos
1120,PDT,1
1120,REPUBLICANOS,2
1120,UNIÃO,3
1120,PP,3
1570,PL,1
1570,PCdoB,1
1570,PDT,1
1570,PODE,1
1570,PSD,1
1570,MDB,1
1570,UNIÃO,1
1570,PT,1
1570,PP,1
1058,REPUBLICANOS,1
1058,PSD,2
1058,MDB,2
1058,UNIÃO,2
1058,PT,2
1058,PP,2
1007,PCdoB,1
1007,PSDB,1
1007,PDT,1
1007,PODE,1
1007,REPUBLICANOS,1
1007,PT,1
1007,MDB,1
1007,UNIÃO,1
1007,PP,1
1015,PL,1
1015,SOLIDARIEDADE,1
1015,PDT,1
1015,REPUBLICANOS,1
1015,PODE,1
1015,MDB,1
1015,PSD,1
1015,UNIÃO,1
1015,PP,1
1074,PSDB,1
1074,PDT,1
1074,REPUBLICANOS,1
1074,PSD,2
1074,PT,2
1074,UNIÃO,2
1074,MDB,2
1074,PP,3
1112,REPUBLICANOS,1
1112,PSD,2
1112,PT,2
1112,UNIÃO,2
1112,MDB,2
1112,PP,2
1139,PSD,2
1139,UNIÃO,4
1139,PT,4
1139,PP,3
1104,PSDB,1
1104,REPUBLICANOS,1
1104,PODE,1
1104,PCdoB,1
1104,PDT,1
1104,UNIÃO,1
1104,MDB,1
1104,PP,1
1104,PT,1
1554,REPUBLICANOS,1
1554,PSD,1
1554,MDB,2
1554,UNIÃO,3
1554,PP,2
1040,PODE,1
1040,PDT,1
1040,PCdoB,1
1040,REPUBLICANOS,1
1040,UNIÃO,2
1040,PSD,3
1040,PP,2
1090,REPUBLICANOS,1
1090,PSD,2
1090,PT,2
1090,UNIÃO,2
1090,MDB,2
1090,PP,2
1511,SOLIDARIEDADE,1
1511,PDT,1
1511,REPUBLICANOS,2
1511,PSD,2
1511,UNIÃO,3
1511,PP,2
1023,PSB,1
1023,PDT,1
1023,PSDB,1
1023,PODE,1
1023,REPUBLICANOS,1
1023,PSD,1
1023,MDB,1
1023,UNIÃO,1
1023,PP,1
1066,PSB,1
1066,REPUBLICANOS,1
1066,PSD,1
1066,UNIÃO,1
1066,MDB,1
1066,PT,2
1066,PP,2
1392,PSDB,1
1392,PODE,2
1392,REPUBLICANOS,2
1392,PSD,2
1392,MDB,3
1392,PT,3
1392,UNIÃO,4
1392,PP,4
1082,PODE,1
1082,REPUBLICANOS,2
1082,PSD,2
1082,UNIÃO,2
1082,PT,2
1082,PP,2
1031,PL,1
1031,PV,1
1031,SOLIDARIEDADE,1
1031,PCdoB,1
1031,PSB,1
1031,PODE,1
1031,PSD,1
1031,MDB,1
1031,PP,1
1457,REPUBLICANOS,2
1457,PSD,3
1457,MDB,4
1457,PP,4
1538,REPUBLICANOS,1
1538,PSD,2
1538,MDB,2
1538,PT,2
1538,UNIÃO,2
1538,PP,2
1473,PSD,2
1473,PT,4
1473,MDB,4
1473,PP,3
1490,PDT,1
1490,PCdoB,1
1490,PODE,1
1490,REPUBLICANOS,1
1490,PSOL,1
1490,MDB,1
1490,UNIÃO,1
1490,PT,1
1490,PP,1
27030,PT,3
27030,PSB,4
27030,PP,4
27057,PSB,1
27057,PT,2
27057,REPUBLICANOS,2
27057,PSOL,3
27057,PP,3
27057,MDB,4
27057,UNIÃO,4
27073,PSDB,2
27073,PDT,2
27073,PT,2
27073,PP,3
27073,MDB,4
27090,PSB,1
27090,REPUBLICANOS,1
27090,PP,2
27090,PSD,2
27090,UNIÃO,3
27090,MDB,2
27111,PDT,1
27111,PP,1
27111,MDB,3
27111,UNIÃO,3
27111,PSB,1
27138,PSB,3
27138,PP,3
27138,MDB,5
27170,PSB,1
27170,REPUBLICANOS,3
27170,MDB,5
27154,PSB,2
27154,PP,3
27154,MDB,4
27197,PSB,2
27197,PP,2
27197,MDB,3
27197,UNIÃO,4
27219,PSB,2
27219,MDB,5
27219,PT,2
27235,PSB,3
27235,MDB,6
27251,PT,3
27251,PP,3
27251,MDB,5
27081,PSB,1
27081,PP,2
27081,UNIÃO,3
27081,MDB,3
27278,PSB,2
27278,PP,3
27278,MDB,4
27278,UNIÃO,4
27294,PSB,3
27294,PDT,3
27294,REPUBLICANOS,3
27316,PDT,2
27316,PT,2
27316,PP,3
27316,MDB,4
27332,PL,1
27332,MDB,7
27332,PP,3
27359,PSB,1
27359,REPUBLICANOS,1
27359,PP,3
27359,MDB,4
27375,PSB,3
27375,MDB,6
27391,PP,4
27391,MDB,5
27413,PSDB,1
27413,PDT,1
27413,PT,2
27413,UNIÃO,3
27413,MDB,4
27430,PSB,1
27430,PP,1
27430,PSD,2
27430,UNIÃO,2
27430,MDB,3
27456,CIDADANIA,2
27456,SOLIDARIEDADE,2
27456,PSB,3
27456,PP,4
27456,MDB,4
28894,UNIÃO,4
28894,MDB,5
28894,PP,2
27472,PDT,2
27472,PSB,2
27472,PT,2
27472,PP,3
27472,MDB,4
27499,PSB,1
27499,PT,3
27499,MDB,5
27049,PP,2
27049,UNIÃO,4
27049,MDB,5
27510,PT,2
27510,PSB,2
27510,PP,3
27510,MDB,4
27537,CIDADANIA,1
27537,PDT,1
27537,PP,2
27537,MDB,4
27537,REPUBLICANOS,1
27553,PP,2
27553,MDB,3
27553,UNIÃO,4
27570,SOLIDARIEDADE,2
27570,PSDB,2
27570,PDT,3
27570,PP,4
27596,PSB,2
27596,PP,3
27596,MDB,4
27618,PSB,2
27618,UNIÃO,4
27618,MDB,5
27634,PRD,1
27634,PSB,2
27634,UNIÃO,4
27634,MDB,4
27650,PSB,2
27650,PDT,3
27650,PV,3
27650,PP,3
27677,PSB,2
27677,PP,3
27677,MDB,4
27693,PSB,2
27693,PP,3
27693,MDB,4
27715,PSDB,1
27715,PSB,1
27715,REPUBLICANOS,3
27715,MDB,4
27731,MDB,9
27065,PDT,1
27065,PT,3
27065,PSB,3
27065,PP,2
27758,PSDB,2
27758,PDT,2
27758,PSB,2
27758,REPUBLICANOS,2
27758,MDB,3
27774,PSB,2
27774,UNIÃO,3
27774,MDB,4
27790,PSB,1
27790,REPUBLICANOS,2
27790,PP,2
27790,MDB,3
27790,UNIÃO,3
27812,PSB,1
27812,AVANTE,1
27812,PT,1
27812,PP,2
27812,UNIÃO,3
27812,MDB,3
27839,PSOL,1
27839,PP,2
27839,UNIÃO,2
27839,PSD,2
27839,REPUBLICANOS,2
27839,PDT,2
27855,PCdoB,1
27855,CIDADANIA,1
27855,SOLIDARIEDADE,1
27855,UP,1
27855,PDT,1
27855,REPUBLICANOS,2
27855,PV,2
27855,PT,2
27855,PSB,3
27855,PP,3
27855,PSD,3
27855,MDB,4
27855,UNIÃO,3
27871,PSB,2
27871,PP,3
27871,MDB,6
27979,MDB,9
27898,PSB,2
27898,REPUBLICANOS,2
27898,PP,2
27898,MDB,3
27898,UNIÃO,4
27910,PDT,1
27910,REPUBLICANOS,1
27910,PP,2
27910,PSD,3
27910,UNIÃO,2
27936,PSDB,1
27936,PDT,1
27936,PSB,2
27936,REPUBLICANOS,2
27936,PP,3
27936,MDB,4
27952,PSB,2
27952,REPUBLICANOS,2
27952,PP,3
27952,PDT,2
27995,PSB,3
27995,MDB,8
28010,PT,2
28010,PP,2
28010,MDB,4
28010,PSB,2
28010,SOLIDARIEDADE,1
28037,SOLIDARIEDADE,1
28037,AVANTE,1
28037,PDT,1
28037,PSB,1
28037,REPUBLICANOS,1
28037,PP,2
28037,UNIÃO,2
28037,MDB,2
28053,PSB,1
28053,PP,3
28053,MDB,5
28070,SOLIDARIEDADE,1
28070,PSDB,2
28070,PDT,2
28070,MDB,4
28096,PT,2
28096,PV,2
28096,PP,3
28096,MDB,4
28118,PL,1
28118,PSB,3
28118,MDB,5
28134,PSB,3
28134,PP,3
28134,MDB,5
28150,PSB,1
28150,CIDADANIA,2
28150,PT,2
28150,MDB,4
28177,PSB,2
28177,REPUBLICANOS,4
28177,PP,3
28193,PSB,1
28193,REPUBLICANOS,3
28193,MDB,5
28215,PSB,1
28215,PP,2
28215,MDB,3
28215,UNIÃO,3
28231,PSB,1
28231,PP,3
28231,MDB,5
28258,PT,1
28258,PV,1
28258,REPUBLICANOS,3
28258,PP,3
28258,UNIÃO,3
28258,MDB,4
27022,PDT,1
27022,PT,1
27022,PP,2
27022,PSD,2
27022,MDB,3
27006,REPUBLICANOS,2
27006,PSB,2
27006,MDB,5
28290,REPUBLICANOS,1
28290,PP,2
28290,MDB,4
28290,PSD,2
28312,PSB,2
28312,PP,3
28312,UNIÃO,4
28339,PSB,1
28339,PDT,1
28339,PT,2
28339,PV,2
28339,PP,2
28339,UNIÃO,3
28339,MDB,4
28355,SOLIDARIEDADE,1
28355,PSB,1
28355,PP,2
28355,PSD,2
28355,UNIÃO,2
28355,MDB,3
28371,SOLIDARIEDADE,1
28371,PDT,2
28371,PV,2
28371,PSB,2
28371,PSD,3
28371,MDB,3
28398,REPUBLICANOS,5
28398,PP,4
28410,PDT,2
28410,PSB,2
28410,PT,2
28410,PP,2
28410,MDB,3
28452,PSB,2
28452,UNIÃO,2
28452,MDB,5
28452,PP,2
28479,REPUBLICANOS,1
28479,PSB,1
28479,PP,2
28479,PSD,2
28479,MDB,3
28495,PDT,2
28495,PSB,2
28495,PP,3
28495,MDB,4
28436,PDT,1
28436,REPUBLICANOS,1
28436,PT,2
28436,PP,2
28436,MDB,3
28274,PSB,1
28274,PT,1
28274,PV,2
28274,PP,2
28274,UNIÃO,2
28274,MDB,3
28517,PSDB,1
28517,REPUBLICANOS,2
28517,PSB,2
28517,MDB,4
28533,PDT,1
28533,AVANTE,1
28533,PSB,1
28533,REPUBLICANOS,1
28533,PP,3
28533,UNIÃO,3
28533,MDB,3
28550,PL,2
28550,MDB,7
28576,PSB,1
28576,PT,1
28576,PP,3
28576,MDB,4
28592,PSB,1
28592,PT,2
28592,PP,2
28592,UNIÃO,2
28592,MDB,4
28614,PL,1
28614,PSB,3
28614,MDB,5
28770,PSB,3
28770,PP,3
28770,UNIÃO,5
28916,PDT,2
28916,PP,3
28916,MDB,4
28630,SOLIDARIEDADE,1
28630,PSB,3
28630,REPUBLICANOS,3
28630,PP,2
28657,PL,1
28657,PP,3
28657,MDB,5
28673,PDT,2
28673,PSB,2
28673,PP,3
28673,MDB,4
28673,PSDB,2
28690,SOLIDARIEDADE,1
28690,PSB,2
28690,PP,3
28690,UNIÃO,3
28690,MDB,4
28711,PDT,2
28711,PV,2
28711,PT,2
28711,PP,4
28711,MDB,5
28738,PDT,1
28738,PSB,1
28738,REPUBLICANOS,3
28738,MDB,4
28754,PSB,2
28754,PP,3
28754,UNIÃO,4
28754,MDB,4
28797,PSDB,1
28797,REPUBLICANOS,3
28797,MDB,5
28819,PSB,1
28819,PP,2
28819,UNIÃO,2
28819,MDB,4
28819,REPUBLICANOS,2
28932,PDT,2
28932,PP,2
28932,MDB,3
28932,UNIÃO,4
28932,PSB,2
28835,REPUBLICANOS,3
28835,PP,5
28835,PSB,3
28851,PDT,1
28851,PSB,2
28851,PT,2
28851,PP,2
28851,PSD,2
28851,UNIÃO,2
28851,MDB,4
28878,PCdoB,1
28878,SOLIDARIEDADE,1
28878,PT,2
28878,REPUBLICANOS,2
28878,PP,2
28878,MDB,3
27014,PSB,2
27014,PT,2
27014,PP,3
27014,MDB,4
2895,PT,1
2895,REPUBLICANOS,2
2895,PDT,2
2895,MDB,2
2895,UNIÃO,2
2895,PL,2
2917,PSD,1
2917,PSDB,1
2917,PRD,1
2917,REDE,1
2917,AVANTE,1
2917,REPUBLICANOS,1
2917,PL,1
2917,UNIÃO,2
2933,PSD,1
2933,REPUBLICANOS,1
2933,PDT,2
2933,MDB,2
2933,UNIÃO,3
2038,PSD,4
2038,UNIÃO,7
2003,PT,1
2003,MDB,2
2003,UNIÃO,2
2003,REPUBLICANOS,2
2003,PL,2
2003,PMB,2
2054,PCdoB,1
2054,PSD,1
2054,PT,1
2054,REPUBLICANOS,2
2054,MDB,3
2054,UNIÃO,3
2070,PSDB,1
2070,PSD,1
2070,AVANTE,2
2070,PL,2
2070,REPUBLICANOS,2
2070,MDB,2
2070,UNIÃO,3
2097,PRD,1
2097,PSD,1
2097,AVANTE,1
2097,PL,1
2097,MDB,2
2097,UNIÃO,2
2097,PT,1
2097,REPUBLICANOS,2
2119,PSD,1
2119,PCdoB,1
2119,REPUBLICANOS,1
2119,MDB,2
2119,UNIÃO,3
2119,PT,2
2119,PRD,1
2135,PDT,2
2135,MDB,4
2135,CIDADANIA,4
2135,UNIÃO,3
2950,PODE,1
2950,PSB,1
2950,REPUBLICANOS,2
2950,AVANTE,2
2950,MDB,3
2950,PSD,2
2976,AVANTE,1
2976,REPUBLICANOS,2
2976,PL,2
2976,PDT,2
2976,MDB,2
2976,UNIÃO,2
2151,PT,1
2151,REPUBLICANOS,1
2151,AVANTE,2
2151,PL,2
2151,MDB,3
2151,UNIÃO,4
2178,REPUBLICANOS,1
2178,MDB,2
2178,UNIÃO,3
2178,AVANTE,2
2178,PDT,3
2178,PSD,2
2992,PSD,1
2992,PT,1
2992,AVANTE,1
2992,PL,1
2992,MDB,1
2992,UNIÃO,3
2992,REPUBLICANOS,1
2194,PSD,1
2194,PSDB,1
2194,PT,1
2194,REPUBLICANOS,2
2194,CIDADANIA,2
2194,MDB,2
2194,UNIÃO,2
2216,PSD,2
2216,AVANTE,2
2216,REPUBLICANOS,2
2216,UNIÃO,2
2216,MDB,3
2232,MDB,2
2232,UNIÃO,4
2232,PSB,4
2232,NOVO,3
2046,PRD,2
2046,REPUBLICANOS,2
2046,MDB,2
2046,UNIÃO,4
2046,PSDB,1
2259,PSD,1
2259,PRD,1
2259,PL,1
2259,REPUBLICANOS,1
2259,CIDADANIA,2
2259,PT,2
2259,PSDB,2
2259,UNIÃO,2
2259,MDB,3
2275,PSDB,1
2275,PSD,1
2275,REPUBLICANOS,2
2275,CIDADANIA,2
2275,MDB,3
2275,UNIÃO,2
2291,MDB,2
2291,PSB,4
2291,AVANTE,4
2291,DC,3
2313,REPUBLICANOS,1
2313,PL,2
2313,CIDADANIA,2
2313,MDB,2
2313,PDT,2
2313,UNIÃO,2
2330,PT,1
2330,PSD,1
2330,AVANTE,1
2330,REPUBLICANOS,2
2330,PDT,2
2330,UNIÃO,2
2330,MDB,2
2020,PSDB,1
2020,PSD,1
2020,PL,2
2020,UNIÃO,4
2020,REPUBLICANOS,1
2356,PSDB,1
2356,PCdoB,1
2356,PT,1
2356,REPUBLICANOS,2
2356,PL,3
2356,MDB,3
2356,UNIÃO,4
2399,PSD,2
2399,PSDB,2
2399,REPUBLICANOS,2
2399,MDB,3
2399,UNIÃO,2
98353,UNIÃO,2
98353,PSDB,4
98353,SOLIDARIEDADE,4
98353,DC,3
2410,PL,1
2410,UNIÃO,1
2410,MDB,2
2410,PT,2
2410,PV,2
2410,AVANTE,3
2410,CIDADANIA,3
2410,PDT,3
98370,PSD,2
98370,PL,4
98370,REPUBLICANOS,3
2437,MOBILIZA,1
2437,AGIR,1
2437,PSDB,1
2437,PSD,1
2437,PT,1
2437,AVANTE,1
2437,REPUBLICANOS,1
2437,UNIÃO,1
2437,MDB,1
2453,PV,1
2453,PT,1
2453,PSD,1
2453,UNIÃO,3
2453,MDB,2
2453,REPUBLICANOS,1
2470,PSDB,1
2470,PSD,1
2470,PT,1
2470,REPUBLICANOS,1
2470,PL,1
2470,PDT,1
2470,MDB,1
2470,UNIÃO,2
2496,PT,1
2496,PL,2
2496,PDT,2
2496,REPUBLICANOS,2
2496,UNIÃO,2
2496,MDB,2
2518,PSD,2
2518,PT,2
2518,REPUBLICANOS,2
2518,PL,2
2518,MDB,3
2518,UNIÃO,2
2534,REDE,1
2534,PCdoB,2
2534,MOBILIZA,2
2534,PSOL,2
2534,PSD,2
2534,PL,2
2534,REPUBLICANOS,2
2534,MDB,3
2534,UNIÃO,4
2534,PT,1
98396,PT,1
98396,PL,2
98396,REPUBLICANOS,2
98396,UNIÃO,2
98396,MDB,2
98396,PSD,2
2550,PSB,1
2550,PSD,1
2550,PCdoB,1
2550,PSDB,2
2550,PT,2
2550,REPUBLICANOS,3
2550,SOLIDARIEDADE,3
2550,AVANTE,3
2550,UNIÃO,5
2550,MOBILIZA,1
2550,MDB,3
2550,PRD,2
2550,AGIR,1
2550,PL,3
2550,PDT,3
2550,CIDADANIA,3
2550,DC,1
2550,REDE,2
2550,PSOL,1
2577,PSDB,1
2577,PCdoB,1
2577,PSD,1
2577,PT,1
2577,REPUBLICANOS,2
2577,PL,2
2577,UNIÃO,3
2577,MDB,2
2577,AVANTE,2
2593,PSDB,1
2593,PSD,1
2593,AVANTE,1
2593,REPUBLICANOS,2
2593,PDT,2
2593,UNIÃO,2
2593,MDB,2
2615,AVANTE,1
2615,REPUBLICANOS,1
2615,PT,1
2615,PL,1
2615,PDT,2
2615,CIDADANIA,2
2615,MDB,2
2615,UNIÃO,2
2615,NOVO,3
2631,PSD,1
2631,AVANTE,1
2631,REPUBLICANOS,1
2631,PL,1
2631,MDB,3
2631,UNIÃO,3
2631,DC,1
2658,SOLIDARIEDADE,1
2658,REPUBLICANOS,2
2658,PL,2
2658,PDT,2
2658,UNIÃO,2
2658,MDB,2
2011,PSDB,1
2011,AVANTE,1
2011,PL,1
2011,MDB,1
2011,CIDADANIA,1
2011,UNIÃO,3
2011,PRD,1
2674,PCdoB,1
2674,PSD,1
2674,PSDB,1
2674,PRD,1
2674,PT,1
2674,REPUBLICANOS,1
2674,MDB,3
2674,UNIÃO,2
2690,MDB,2
2690,UNIÃO,4
2690,PT,4
2690,PSDB,3
2712,PT,1
2712,AVANTE,2
2712,PL,2
2712,REPUBLICANOS,2
2712,MDB,2
2712,UNIÃO,2
98418,MDB,2
98418,UNIÃO,4
98418,PT,4
98418,REPUBLICANOS,3
98434,CIDADANIA,2
98434,UNIÃO,4
98434,REPUBLICANOS,4
98434,PODE,3
2372,PCdoB,1
2372,REPUBLICANOS,2
2372,PL,2
2372,MDB,2
2372,UNIÃO,2
2372,PT,2
2739,PCdoB,1
2739,REDE,1
2739,PT,1
2739,REPUBLICANOS,1
2739,UNIÃO,3
2739,MDB,3
2739,PSD,1
2771,PSD,1
2771,PT,1
2771,AVANTE,1
2771,REPUBLICANOS,2
2771,UNIÃO,2
2771,MDB,2
2836,CIDADANIA,2
2836,UNIÃO,4
2836,MDB,4
2836,PT,3
2755,PSD,1
2755,PT,1
2755,PCdoB,1
2755,REPUBLICANOS,2
2755,MDB,2
2755,UNIÃO,2
98450,PSD,1
98450,PT,1
98450,AVANTE,1
98450,REPUBLICANOS,1
98450,PDT,1
98450,PL,2
98450,UNIÃO,2
98477,PSDB,1
98477,PSD,1
98477,REPUBLICANOS,1
98477,AVANTE,1
98477,PL,2
98477,CIDADANIA,2
98477,MDB,2
98477,PT,2
98477,UNIÃO,3
2798,REPUBLICANOS,1
2798,PDT,2
2798,MDB,2
2798,PSD,2
2798,UNIÃO,2
2798,CIDADANIA,2
2810,PT,1
2810,AVANTE,1
2810,PL,1
2810,PSOL,1
2810,REPUBLICANOS,2
2810,PDT,2
2810,UNIÃO,2
2810,PSD,2
2810,MDB,3
98515,PSD,1
98515,PT,2
98515,PL,2
98515,UNIÃO,2
98515,REPUBLICANOS,2
98515,MDB,2
98493,PRD,1
98493,PSDB,1
98493,PSD,1
98493,PT,1
98493,PV,1
98493,REPUBLICANOS,1
98493,AVANTE,1
98493,UNIÃO,1
98493,PDT,1
2852,MDB,1
2852,CIDADANIA,2
2852,PSD,2
2852,UNIÃO,2
2852,PDT,2
2852,PL,2
2879,PT,1
2879,REPUBLICANOS,2
2879,CIDADANIA,2
2879,MDB,2
2879,UNIÃO,2
2879,PSD,2
6017,UNIÃO,1
6017,PT,1
6017,PCdoB,1
6017,REPUBLICANOS,1
6017,PL,1
6017,PDT,1
6017,MDB,2
6017,SOLIDARIEDADE,1
6033,PRD,1
6033,UNIÃO,1
6033,PV,1
6033,PT,1
6033,REPUBLICANOS,1
6033,PDT,1
6033,PL,1
6033,PSD,1
6033,MDB,1
6068,UNIÃO,1
6068,PL,2
6068,PDT,2
6068,PSD,3
6068,PT,1
6114,UNIÃO,1
6114,PT,1
6114,PP,1
6114,REPUBLICANOS,1
6114,PODE,1
6114,PSDB,1
6114,PDT,1
6114,PL,1
6114,PSD,1
6041,UNIÃO,1
6041,PDT,2
6041,PSD,3
6041,SOLIDARIEDADE,3
6130,SOLIDARIEDADE,1
6130,PCdoB,1
6130,REDE,1
6130,PL,2
6130,PDT,2
6130,MDB,3
6130,PSD,3
6050,REDE,1
6050,REPUBLICANOS,1
6050,PP,2
6050,PL,3
6050,PDT,3
6050,PSD,4
6050,SOLIDARIEDADE,4
6050,MDB,5
6076,REDE,1
6076,PL,2
6076,PDT,2
6076,PSD,2
6076,SOLIDARIEDADE,2
6076,MDB,2
6092,PSD,1
6092,SOLIDARIEDADE,2
6092,MDB,2
6092,REDE,2
6092,PRD,2
6092,PDT,2
6084,PT,1
6084,PP,1
6084,PODE,2
6084,PL,2
6084,SOLIDARIEDADE,3
6025,REDE,1
6025,PL,2
6025,PDT,2
6025,PSD,2
6025,MDB,2
6025,SOLIDARIEDADE,2
6009,PODE,1
6009,PL,1
6009,PDT,2
6009,REPUBLICANOS,2
6009,PSD,3
6157,PP,1
6157,PT,1
6157,SOLIDARIEDADE,1
6157,PDT,1
6157,PSD,2
6157,REDE,2
6157,PODE,2
6157,MDB,2
6157,PL,3
6106,PODE,1
6106,REPUBLICANOS,1
6106,PP,1
6106,PDT,1
6106,MDB,1
6106,PSD,3
6106,PSDB,1
6173,PT,1
6173,PODE,1
6173,PDT,1
6173,PL,2
6173,PSD,2
6173,MDB,2
6122,PL,1
6122,PDT,1
6122,PSD,3
6122,MDB,3
6122,PRD,1
33030,AVANTE,1
33030,PP,2
33030,UNIÃO,4
33030,PT,4
33014,PSB,2
33014,PSD,3
33014,UNIÃO,4
33057,PSB,1
33057,MDB,1
33057,PV,2
33057,PSD,3
33057,PP,2
33065,PSDB,1
33065,PCdoB,1
33065,PSD,1
33065,UNIÃO,3
33065,PT,3
33111,PV,1
33111,PCdoB,1
33111,PP,1
33111,PT,4
33111,UNIÃO,2
33138,PP,1
33138,PSOL,1
33138,PSD,2
33138,PL,2
33138,PT,2
33138,UNIÃO,3
33138,AVANTE,3
33138,AGIR,3
33154,PSD,1
33154,PT,2
33154,PSDB,2
33154,PP,2
33154,UNIÃO,2
33154,MDB,2
33170,AVANTE,1
33170,PCdoB,1
33170,PV,2
33170,PP,2
33170,PT,3
33197,MDB,1
33197,REPUBLICANOS,1
33197,PSD,2
33197,UNIÃO,3
33197,PL,3
33197,PT,3
33219,PSB,1
33219,REPUBLICANOS,2
33219,PP,2
33219,PSD,2
33219,UNIÃO,2
33219,PT,2
30716,AVANTE,1
30716,PCdoB,2
30716,PSD,2
30716,PL,3
30716,PT,3
33235,PSB,1
33235,MDB,1
33235,PSOL,1
33235,PSD,2
33235,PT,3
33235,PODE,1
33235,PSDB,2
33251,PSB,1
33251,PSD,1
33251,UNIÃO,3
33251,PT,3
33251,MDB,1
33260,PODE,1
33260,MDB,1
33260,PSDB,1
33260,PP,2
33260,PT,3
33260,PSD,2
33260,PMB,1
33278,PDT,1
33278,AVANTE,1
33278,PP,1
33278,PSD,1
33278,PT,1
33278,AGIR,1
33278,UNIÃO,1
33278,REPUBLICANOS,1
33278,PSB,1
33294,MDB,2
33294,REPUBLICANOS,4
33294,PSD,3
33316,PV,1
33316,PP,2
33316,PSD,3
33316,PT,3
33332,PDT,1
33332,SOLIDARIEDADE,1
33332,PP,1
33332,PSD,1
33332,PT,3
33332,PSDB,2
33359,REPUBLICANOS,1
33359,PCdoB,1
33359,PSD,2
33359,PL,2
33359,UNIÃO,3
33375,AVANTE,1
33375,MDB,1
33375,PP,2
33375,PSD,2
33375,UNIÃO,2
33375,PT,3
33405,MDB,1
33405,SOLIDARIEDADE,1
33405,AVANTE,2
33405,PCdoB,3
33405,PSD,2
33391,SOLIDARIEDADE,1
33391,PV,1
33391,PSD,3
33391,PT,4
33413,PCdoB,1
33413,MDB,1
33413,PDT,2
33413,PSD,2
33413,UNIÃO,2
33413,PT,3
33413,PP,2
33430,SOLIDARIEDADE,1
33430,PDT,1
33430,REPUBLICANOS,1
33430,PV,1
33430,PP,1
33430,PT,3
33430,PSD,1
30732,REPUBLICANOS,1
30732,PSB,1
30732,PSD,2
30732,PT,3
30732,UNIÃO,2
33456,PDT,1
33456,PSB,1
33456,MDB,1
33456,PP,1
33456,PSD,1
33456,PT,2
33456,PCdoB,2
33383,PSDB,1
33383,PDT,1
33383,PSD,2
33383,UNIÃO,3
33383,PT,2
33472,PSD,1
33472,PP,1
33472,PSOL,2
33472,PL,2
33472,PT,3
33499,AVANTE,1
33499,REPUBLICANOS,1
33499,PP,2
33499,PSD,2
33499,PT,3
33510,AVANTE,1
33510,MDB,1
33510,PCdoB,1
33510,PP,2
33510,PSD,2
33510,PL,2
33510,PT,2
33529,MDB,1
33529,PSD,3
33529,PT,4
33529,PP,1
33537,PSB,1
33537,PCdoB,1
33537,PSDB,1
33537,PP,1
33537,PSD,2
33537,UNIÃO,2
33537,PT,2
33537,REPUBLICANOS,2
33537,PL,3
33553,SOLIDARIEDADE,2
33553,AVANTE,2
33553,PSD,4
33553,PP,3
33570,REPUBLICANOS,1
33570,PDT,1
33570,PP,2
33570,PSD,2
33570,UNIÃO,2
33570,PT,4
33570,PSB,1
33596,AVANTE,1
33596,PSDB,1
33596,PV,1
33596,MDB,1
33596,PSD,1
33596,PT,3
33596,PCdoB,1
33618,AVANTE,2
33618,MDB,2
33618,PP,3
33618,PDT,2
33634,PP,1
33634,PSD,2
33634,PL,2
33634,UNIÃO,3
33634,REDE,3
33634,PT,4
33634,PSB,4
30759,PP,2
30759,PSD,3
30759,PT,4
33650,PCdoB,1
33650,MDB,1
33650,PDT,1
33650,PSD,2
33650,PSOL,2
33650,PT,2
30775,PSB,1
30775,AVANTE,1
30775,PCdoB,1
30775,UNIÃO,2
30775,PT,3
30775,PSD,3
33677,PCdoB,1
33677,PSD,2
33677,UNIÃO,2
33677,PT,2
33677,PP,2
33677,REPUBLICANOS,2
33693,SOLIDARIEDADE,1
33693,PSD,3
33693,UNIÃO,3
33693,PT,4
33715,SOLIDARIEDADE,1
33715,AVANTE,1
33715,MDB,1
33715,PSB,1
33715,REPUBLICANOS,2
33715,PSD,2
33715,PT,3
33731,MDB,1
33731,PCdoB,1
33731,PP,2
33731,PSD,2
33731,PT,3
33758,SOLIDARIEDADE,1
33758,PSDB,2
33758,PSD,2
33758,UNIÃO,3
33758,PT,3
33774,PSDB,1
33774,REPUBLICANOS,1
33774,PSOL,1
33774,PT,1
33774,AVANTE,2
33774,PSB,2
33774,UNIÃO,2
33774,PSD,2
33774,MDB,3
33782,MDB,1
33782,PDT,1
33782,PP,1
33782,PSD,2
33782,PT,3
33782,PODE,1
33790,PSD,2
33790,UNIÃO,3
33790,PT,4
33804,PSB,2
33804,PP,2
33804,PL,3
33804,PDT,2
33804,PSD,2
33812,PSB,1
33812,PCdoB,2
33812,MDB,2
33812,PSD,2
33812,PT,4
33839,REPUBLICANOS,1
33839,PP,1
33839,PSD,2
33839,UNIÃO,3
33839,PT,2
33871,MDB,1
33871,PP,1
33871,AVANTE,2
33871,PSD,2
33871,UNIÃO,3
33855,REPUBLICANOS,1
33855,PDT,1
33855,AVANTE,1
33855,MDB,1
33855,PP,1
33855,UNIÃO,1
33855,PT,1
33855,PL,1
33855,PSD,1
33898,PDT,2
33898,PSD,3
33898,PT,4
33910,REPUBLICANOS,1
33910,MDB,1
33910,PSD,1
33910,PL,1
33910,UNIÃO,2
33910,PCdoB,2
33910,PP,2
33910,PT,2
33910,PSB,3
33936,PSB,1
33936,REPUBLICANOS,1
33936,PSD,1
33936,PP,1
